Protein ID	Description	Peptides	Frames	Hits	Ratio AS-0/C-0	StDev	pValue	Fraction 1D_2D									
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	14	15	37	0.163	0.004	9.90E-20	C_13_28
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	2	2	2	2.855	0.576	4.87E-03	C_23_24
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	8	9	27	1.076	0.024	9.90E-20	C_29_29
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	20	20	50	0.047	0.004	9.90E-20	C_38_02
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	4	5	5	0.191	0.027	4.67E-05	C_09_30
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	2	2	2	2.991	0.102	6.13E-03	C_09_32
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	21	22	69	0.002	0.001	9.90E-20	C_11_30
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	3	3	7	2.577	0.126	6.67E-08	C_11_32
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	9	10	29	0.004	0.005	1.94E-03	C_13_30
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	4	5	10	7.733	0.109	1.44E-10	C_13_32
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	2	2	2	3.867	0.381	2.77E-03	C_17_32
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	2	2	3	0.598	0.014	2.27E-05	C_19_28
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	2	2	2	1.954	0.296	7.37E-02	C_19_30
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	1	1	2	2.497	0.506	2.37E-03	C_20_27
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	2	2	4	0.212	0.039	8.19E-05	C_23_26
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	1	1	1	1.937	0.164	1.09E-02	C_24_27
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	22	23	55	2.406	0.021	9.90E-20	C_08_31
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	27	31	171	2.345	0.011	9.90E-20	C_10_31
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	4	4	8	3.261	0.046	1.72E-13	C_10_35
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	47	57	364	0.464	0.002	9.90E-20	C_12_31
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	5	5	11	2.335	0.021	9.90E-20	C_12_35
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	27	32	155	0.675	0.003	9.90E-20	C_14_31
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	3	3	4	2.03	0.046	1.67E-04	C_14_35
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	21	21	69	1.437	0.01	9.90E-20	C_16_31
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	18	21	64	0.07	0.002	9.90E-20	C_18_31
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	13	14	42	1.841	0.021	9.90E-20	C_20_31
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	6	7	11	3.734	0.236	9.90E-20	C_22_31
SP://Q61838	A2M_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	3	4	9	2.432	0.037	1.57E-14	C_24_31
SP://Q62009-5	POSTN_MOUSE Isoform 5 of Periostin OS=Mus musculus GN=Postn	1	1	3	3.192	0.625	5.35E-03	A_21_02
SP://Q64374	RGN_MOUSE Regucalcin OS=Mus musculus GN=Rgn PE=1 SV=1	1	1	2	0.134	0.04	7.14E-03	C_41_01
SP://Q64726	ZA2G_MOUSE Zinc_alpha_2_glycoprotein OS=Mus musculus GN=Azgp1 PE=1 SV=2	1	1	2	2.466	0.125	2.45E-04	A_34_01
SP://Q64726	ZA2G_MOUSE Zinc_alpha_2_glycoprotein OS=Mus musculus GN=Azgp1 PE=1 SV=2	1	1	1	1.422	0.146	2.31E-02	B_34_01
SP://Q64726	ZA2G_MOUSE Zinc_alpha_2_glycoprotein OS=Mus musculus GN=Azgp1 PE=1 SV=2	1	1	2	1.13	0.009	2.34E-04	B_35_02
SP://Q64726	ZA2G_MOUSE Zinc_alpha_2_glycoprotein OS=Mus musculus GN=Azgp1 PE=1 SV=2	1	1	3	5.078	0.126	7.14E-07	C_34_02
SP://Q64726	ZA2G_MOUSE Zinc_alpha_2_glycoprotein OS=Mus musculus GN=Azgp1 PE=1 SV=2	1	1	1	0.373	0.08	1.16E-02	C_36_02
SP://Q65Z40	WAPL_MOUSE Wings apart_like protein homolog OS=Mus musculus GN=Wapal PE=1 SV=2	1	1	1	0.335	0.032	1.80E-03	A_35_13
SP://Q6GQT1	A2MP_MOUSE Alpha_2_macroglobulin_P OS=Mus musculus GN=A2mp PE=2 SV=2	1	1	4	54.232	1.989	2.34E-05	B_11_24
SP://Q6GQT1	A2MP_MOUSE Alpha_2_macroglobulin_P OS=Mus musculus GN=A2mp PE=2 SV=2	1	1	2	13.957	0.583	2.15E-05	B_13_24
SP://Q6GQT1	A2MP_MOUSE Alpha_2_macroglobulin_P OS=Mus musculus GN=A2mp PE=2 SV=2	1	1	1	2.699	0.225	9.31E-03	C_11_02
SP://Q6GQT1	A2MP_MOUSE Alpha_2_macroglobulin_P OS=Mus musculus GN=A2mp PE=2 SV=2	1	1	5	1.956	0.178	5.72E-06	C_15_02
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	2	0.156	0.167	9.92E-03	A_38_00
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	2	99999.9	99999.9	2.40E-09	A_38_03
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	1	0.01	0.015	1.00E-03	A_07_11
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	1	0.024	0.013	1.18E-02	A_09_11
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	1	0.121	0.034	4.85E-02	A_37_15
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	1	0	0	0.00E+00	A_07_23
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	2	0.211	0.026	4.18E-05	B_26_15
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	1	0.17	0.03	4.97E-02	B_41_08
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	2	4.209	0.911	8.13E-03	B_18_23
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	1	0.141	0.03	1.04E-03	B_22_21
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	2	0.005	0.007	1.98E-04	B_42_21
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	2	7.904	1.201	1.22E-02	B_20_32
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	2	0.124	0.018	7.11E-05	B_21_31
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	2	0.26	0.026	1.66E-05	C_39_01
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	2	99999.9	99999.9	2.40E-09	C_41_01
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	2	0.072	0.01	8.83E-03	C_31_03
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	1	4.788	0.406	2.31E-02	C_23_18
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	1	1.642	0.129	5.76E-03	C_24_19
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	2	10.257	1.204	1.46E-06	C_27_22
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	2	5.566	2.532	5.28E-04	C_18_31
SP://Q6IFZ9	K2C74_MOUSE Keratin_ type II cytoskeletal 74 OS=Mus musculus GN=Krt74 PE=2 SV=1	1	1	2	0.014	0.02	7.05E-06	C_24_31
SP://Q6KCD5-2	NIPBL_MOUSE Isoform 2 of Nipped_B_like protein OS=Mus musculus GN=Nipbl	1	1	1	0.288	0.023	5.19E-03	B_22_23
SP://Q6KCD5-2	NIPBL_MOUSE Isoform 2 of Nipped_B_like protein OS=Mus musculus GN=Nipbl	1	1	2	0.192	0.012	4.86E-04	B_26_23
SP://Q6NVD6	Q6NVD6_MOUSE Predicted gene_ EG434179 OS=Mus musculus GN=Gm5595 PE=2 SV=1	1	1	1	2.993	0.301	2.25E-02	A_26_20
SP://Q6NVD6	Q6NVD6_MOUSE Predicted gene_ EG434179 OS=Mus musculus GN=Gm5595 PE=2 SV=1	1	1	1	0	0	0.00E+00	B_33_14
SP://Q6P2L6-3	NSD3_MOUSE Isoform 3 of Histone_lysine N_methyltransferase NSD3 OS=Mus musculus GN=Whsc1l1	1	1	1	0.208	0.033	3.10E-03	B_35_14
SP://Q6P6K7	Q6P6K7_MOUSE Protein Serpinb6c OS=Mus musculus GN=Serpinb6c PE=2 SV=1	1	1	1	95.733	24.842	9.69E-03	B_33_16
SP://Q6P6L5	Q6P6L5_MOUSE Protein Mybpc1 OS=Mus musculus GN=Mybpc1 PE=2 SV=1	1	1	1	0.597	0.014	7.58E-03	A_30_16
SP://Q6P9L4	UBP49_MOUSE Ubiquitin carboxyl_terminal hydrolase 49 OS=Mus musculus GN=Usp49 PE=2 SV=1	1	1	1	0.623	0.05	4.26E-02	B_33_20
SP://Q6P9P8	DEN2C_MOUSE DENN domain_containing protein 2C OS=Mus musculus GN=Dennd2c PE=2 SV=1	1	1	1	0.234	0.033	1.20E-03	C_32_19
SP://Q6PDH0-2	PHLB1_MOUSE Isoform 2 of Pleckstrin homology_like domain family B member 1 OS=Mus musculus GN=Phldb1	1	1	1	2.34	0.136	1.06E-02	A_35_17
SP://Q6PG16-3	HJURP_MOUSE Isoform 3 of Holliday junction recognition protein OS=Mus musculus GN=Hjurp	1	1	1	0.314	0.047	4.43E-02	A_32_01
SP://Q6PG16-3	HJURP_MOUSE Isoform 3 of Holliday junction recognition protein OS=Mus musculus GN=Hjurp	1	1	1	1.814	0.104	2.65E-02	A_31_02
SP://Q6PG16-3	HJURP_MOUSE Isoform 3 of Holliday junction recognition protein OS=Mus musculus GN=Hjurp	1	1	2	0.235	0.008	1.92E-04	A_31_23
SP://Q6PHC1	Q6PHC1_MOUSE Enolase OS=Mus musculus GN=Eno1 PE=2 SV=1	2	2	5	0.334	0.051	1.23E-04	A_34_01
SP://Q6S9I0	Q6S9I0_MOUSE Kng2 protein OS=Mus musculus GN=Kng2 PE=2 SV=1	2	3	4	0.445	0.031	1.28E-01	A_33_02
SP://Q6S9I0	Q6S9I0_MOUSE Kng2 protein OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	2	0.013	0.002	5.81E-03	B_34_15
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	2	0.144	0.014	6.54E-04	A_17_02
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	2	16.721	1.36	1.75E-04	A_30_01
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	1	1.826	0.177	4.94E-02	A_34_01
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	1	27.937	2.87	2.75E-02	A_29_02
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	1	3.649	0.395	2.42E-02	A_32_03
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	2	0	0	0.00E+00	A_32_14
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	3	1.857	0.17	1.01E-04	A_32_16
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	6	1.91	0.098	5.05E-06	A_33_15
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	4	1.52	0.077	3.30E-07	B_33_02
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	3	4081.327	5817.93	1.83E-05	B_30_15
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	3	0	0	0.00E+00	B_32_11
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	2	0	0	0.00E+00	B_32_13
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	7	2.02	0.254	1.66E-06	B_32_15
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	2	1.669	0.138	6.35E-04	B_34_13
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	3	2.698	0.151	1.90E-07	B_30_17
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	1	4.982	0.324	1.35E-02	B_31_16
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	2	7.764	0.311	2.39E-05	B_31_20
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	8	1.856	0.196	1.27E-10	C_31_16
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	2	1.679	0.052	5.38E-03	C_32_11
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	3	0.285	0.024	7.94E-08	C_34_11
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	4	6.664	0.34	1.98E-04	C_35_14
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	2	0.102	0.011	1.09E-02	C_36_15
SP://Q6S9I3	Q6S9I3_MOUSE HMW kininogen_II OS=Mus musculus GN=Kng2 PE=2 SV=1	1	1	5	3.683	0.677	3.01E-05	C_31_18
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	1	1	1	1.448	0.172	2.46E-02	A_20_01
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	2	2	3	1.21	0.028	1.27E-04	A_32_01
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	3	4	16	1.334	0.02	2.22E-16	A_34_01
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	3	4	16	2.372	0.04	2.00E-15	A_36_01
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	4	4	5	0.624	0.069	1.20E-03	A_33_02
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	2	2	7	1.163	0.012	1.75E-10	A_35_02
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	2	2	6	0.676	0.042	4.79E-05	A_37_02
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	1	1	1	0.283	0.06	3.24E-02	A_29_19
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	3	3	10	1.818	0.08	3.51E-07	B_32_01
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	1	1	3	1.43	0.18	2.25E-03	B_33_02
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	1	1	4	1.229	0.059	5.85E-04	B_34_01
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	2	2	3	14.648	4.568	1.63E-06	B_34_07
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	1	1	3	0.636	0.039	1.58E-04	B_36_01
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	2	2	3	1.587	0.022	4.77E-04	B_36_03
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	1	1	6	3.409	0.205	7.95E-06	C_32_02
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	2	3	8	0.407	0.018	1.11E-16	C_33_01
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	4	4	13	0.234	0.024	9.90E-20	C_34_02
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	2	2	7	1.866	0.079	1.23E-04	C_35_01
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	2	3	7	0.568	0.011	5.72E-06	C_36_02
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	2	2	5	8.11	0.682	3.27E-06	C_32_04
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	1	1	1	0.868	0.012	2.85E-03	C_32_07
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	2	2	5	0.709	0.034	1.10E-04	C_34_04
SP://Q6YJU1	Q6YJU1_MOUSE Fetuin_B OS=Mus musculus GN=Fetub PE=2 SV=1	1	2	5	0.128	0.009	1.31E-13	C_37_03
SP://Q792F9	Q792F9_MOUSE Alpha_4 integrin OS=Mus musculus GN=Itga4 PE=2 SV=1	1	1	1	0.004	0.006	4.81E-02	A_34_24
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	1	99999.9	99999.9	1.00E-05	A_31_07
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	3	99999.9	99999.9	6.32E-13	A_25_15
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	2	0	0	0.00E+00	A_32_14
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	2	30.753	4.021	2.76E-03	A_12_26
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	5	0.638	0.051	3.81E-07	A_12_32
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	3	0.85	0.041	8.80E-04	A_13_31
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	2	0.118	0.02	6.30E-04	A_15_31
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	1	0.153	0.014	1.17E-02	A_16_26
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	2	0	0	0.00E+00	A_21_25
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	4	0.349	0.027	9.34E-04	A_23_31
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	2	52.938	7.501	1.95E-03	A_25_25
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	2	0	0	0.00E+00	B_30_07
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	2	0.01	0.005	1.33E-02	B_34_07
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	1	0	0	0.00E+00	B_41_11
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	5	1.727	0.034	1.61E-06	B_10_25
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	2	2.562	0.081	6.45E-05	B_11_26
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	6	1.981	0.218	1.33E-06	B_12_25
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	6	1.867	0.088	7.96E-06	B_13_26
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	2	2.078	0.068	1.87E-03	B_15_24
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	6	1.567	0.046	7.98E-05	B_15_26
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	6	1.875	0.145	3.68E-09	B_16_25
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	2	2.134	0.09	2.11E-03	B_17_24
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	6	1.533	0.056	3.26E-05	B_19_24
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	6	1.462	0.062	1.86E-05	B_20_25
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	6	1.747	0.132	1.01E-06	B_27_24
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	6	1.742	0.123	4.38E-05	B_29_24
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	2	2	9	0.809	0.02	1.82E-07	B_31_24
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	6	2.264	0.033	7.12E-12	B_33_24
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	2	0.331	0.034	9.67E-03	B_36_23
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	1	99999.9	99999.9	1.00E-05	B_07_35
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	2	99999.9	99999.9	2.40E-09	B_10_30
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	3	40.395	0.726	1.87E-05	B_10_32
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	2	2.661	0.196	5.47E-04	B_11_35
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	1	5.255	6.108	4.83E-02	B_12_32
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	1	3.628	0.319	1.93E-02	B_13_31
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	2	22.854	3.133	6.59E-05	B_14_32
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	3	210.508	305.968	3.03E-04	B_15_35
SP://Q792Z0	Q792Z0_MOUSE Protein Prss3 OS=Mus musculus GN=Prss3 PE=3 SV=1	1	1	1	99999.9	99999.9	1.00E-05	B_18_32
