"con1"	"con2"	"con3"	"con4"	"d2_1"	"d2_2"	"d2_3"	"d2_4"	"d4_1"	"d4_2"	"d4_3"	"d4_4"	"Only.identified.by.site"	"Reverse"	"Potential.contaminant"	"t.test.Significantcon_2d"	"t.test.Significantcon_4d"	"matrix31"	"Q.value"	"Intensity"	"MS.MS.Count"	"X.Log.t.test.p.valuecon_2d"	"t.test.Differencecon_2d"	"X.Log.t.test.p.valuecon_4d"	"t.test.Differencecon_4d"	"Test.statistic_"	"Protein.IDs"	"Majority.protein.IDs"	"Protein.names"	"Gene.names"	"Gene_name"	"ProteinID"	"con_mean"	"d2_mean"	"ttest_con_d2_pval"	"d4_mean"	"ttest_con_d4_pval"	"ttest_con_d2_fdr"	"ttest_con_d4_fdr"
"2011"	3.891966	3.746742	3.61248	4.547758	4.411669	3.720942	4.323481	4.352861	3.303413	3.162746	3.996857	3.591679	""	""	""	""	""	""	"0"	"30567000000"	"202"	"0.427404464323834"	"-0.252501487731934"	"0.777532214534978"	"0.436062812805176"	"0.34139089893689"	"Q5RKL4;A0A0G2K9Y2"	"Q5RKL4;A0A0G2K9Y2"	""	"Dmgdh"	"Dmgdh"	"Q5RKL4"	3.9497365	4.20223825	0.375882944056356	3.51367375	0.167590029278362	0.763097415280646	0.84728015295429
"2012"	0.6704826	-4.407238	-2.181776	-0.3495789	-1.885809	-1.041162	-1.586271	0.6878757	-2.265348	-5.525674	-1.337084	-1.378769	""	""	""	""	""	""	"0"	"1126100000"	"6"	"0.191221230044907"	"-0.6106858253479"	"0.297552941327092"	"1.0596911907196"	"0.425353367348093"	"Q5U1W8"	"Q5U1W8"	""	"Hmgn1"	"Hmgn1"	"Q5U1W8"	-1.567027575	-0.956341575	0.649386305028384	-2.62671875	0.504382939201391	0.869167246423567	0.941075218370869
"2013"	-2.740967	-2.245874	-1.994049	-5.350885	-2.189404	-3.253946	-3.39999	-2.874479	-2.0958	-4.923619	-4.149397	-3.804648	""	""	""	""	""	""	"0"	"203800000"	"6"	"0.0668680065246653"	"-0.153489112854004"	"0.280920836513557"	"0.660422205924988"	"0.334279124610281"	"Q5U1Z2"	"Q5U1Z2"	"Trafficking protein particle complex subunit 3"	"Trappc3"	"Trappc3"	"Q5U1Z2"	-3.08294375	-2.92945475	0.860885805021104	-3.743366	0.525226505489048	0.966636444719272	0.942414385676083
"2014"	-0.3542118	-3.856096	-4.032431	0.8518448	-1.442011	-0.4988613	-4.153648	-1.301008	-3.38451	-4.248713	-1.039894	-5.004253	""	""	""	""	""	""	"0"	"897600000"	"13"	"0.000262135921837033"	"0.00115865468978882"	"0.472811832580105"	"1.57161897420883"	"0.627342640662661"	"Q5U1Z9"	"Q5U1Z9"	""	"Mtx2"	"Mtx2"	"Q5U1Z9"	-1.8477235	-1.848882075	0.999400854321014	-3.4193425	0.341277003835916	0.999400854321014	0.941075218370869
"2015"	-0.09064865	0.2944031	0.1155586	0.0232296	0.2061214	0.3990955	0.168148	0.4129372	0.4488487	0.5429573	0.9581356	0.6086349	""	""	""	""	""	""	"0.00083647"	"2217500000"	"8"	"1.05887852330789"	"-0.210939884185791"	"2.15881207449287"	"-0.554008483886719"	"-0.486946514892192"	"Q5U204"	"Q5U204"	"Ragulator complex protein LAMTOR3"	"Lamtor3"	"Lamtor3"	"Q5U204"	0.0856356625	0.296575525	0.0900295117716254	0.639644125	0.00830446189724615	0.582285355519471	0.63090117275994
"2016"	2.809069	2.172436	2.12035	2.805561	3.311531	2.744505	3.319994	3.284845	1.993732	2.281017	3.010876	3.143925	""	""	""	""	""	""	"0"	"13192000000"	"51"	"1.56482755735667"	"-0.68836498260498"	"0.14704653971903"	"-0.130533695220947"	"-0.0975496723213442"	"Q5U211"	"Q5U211"	"Sorting nexin-3"	"Snx3"	"Snx3"	"Q5U211"	2.476854	3.16521875	0.0300624808741413	2.6073875	0.714453322536495	0.42429501449312	0.963637905671656
"2017"	-2.207937	-1.815271	-1.485546	-2.03879	-4.775616	-1.506357	-3.700944	-1.03937	-4.35317	-3.895693	-2.614933	-4.871132	""	""	""	""	""	""	"0.00043764"	"338190000"	"5"	"0.428386341541837"	"0.86868554353714"	"2.16493141496812"	"2.04684597253799"	"1.35799697440111"	"Q5U214"	"Q5U214"	""	"Snrpa"	"Snrpa"	"Q5U214"	-1.886886	-2.75557175	0.402998211807281	-3.933732	0.0190758620253024	0.775401457330418	0.662845413391816
"2018"	-3.629404	-2.027525	-2.312826	-3.351625	-1.392826	-1.785812	-1.506655	-2.491293	-3.177191	-1.635153	-2.760265	-1.785402	""	""	""	""	""	""	"0.00083787"	"359210000"	"7"	"1.1822313421893"	"-1.03619861602783"	"0.399309744647164"	"-0.490842342376709"	"-0.318644639282312"	"Q5U2N0"	"Q5U2N0"	"CTP synthase 2"	"Ctps2"	"Ctps2"	"Q5U2N0"	-2.830345	-1.7941465	0.0738353152300725	-2.33950275	0.398794451093385	0.565031941549614	0.941075218370869
"2019"	-4.246902	-4.348141	-3.022863	-3.436943	-2.924366	-2.64707	-4.330752	-2.376017	-2.169163	-2.815804	-3.511482	-4.25939	""	""	""	""	""	""	"0.00042918"	"178930000"	"3"	"0.608771125705257"	"-0.694161176681519"	"0.470954507639783"	"-0.574752807617188"	"-0.370271192293486"	"Q5U2N1"	"Q5U2N1"	""	"Nelfa"	"Nelfa"	"Q5U2N1"	-3.76371225	-3.06955125	0.250131601827216	-3.18895975	0.342180898894457	0.699862939387587	0.941075218370869
"2021"	-2.172277	-4.504642	-2.350368	-2.009474	-4.854957	-2.792664	-4.056879	-2.517462	-2.416588	-4.65556	-4.791016	-4.563595	""	""	""	""	""	""	"0"	"251270000"	"5"	"0.444740055517667"	"0.796299815177917"	"0.826795700173461"	"1.34749901294708"	"0.742751386425303"	"Q5U2Q7"	"Q5U2Q7"	"Eukaryotic peptide chain release factor subunit 1"	"Etf1"	"Etf1"	"Q5U2Q7"	-2.75919025	-3.5554905	0.359303166565335	-4.10668975	0.149069841702748	0.751444155807005	0.838240486152268
"2022"	0.5461674	-0.5256252	-0.01906776	0.4533062	0.5253868	0.2007561	0.5425072	0.8912258	0.3123493	-0.7942219	0.843935	0.318594	""	""	""	""	""	""	"0"	"2398100000"	"20"	"0.735311847808228"	"-0.426273822784424"	"0.0465545412217398"	"-0.0564689636230469"	"-0.039661555472818"	"Q5U2R7"	"Q5U2R7"	"LDLR chaperone MESD"	"Mesdc2"	"Mesdc2"	"Q5U2R7"	0.11369516	0.539968975	0.196263304820631	0.1701641	0.898791341106732	0.65941070689684	0.97804764126896
"2023"	0.02576637	0.6287079	0.3264694	0.1111412	0.1266747	0.5614986	0.8163586	0.7851791	0.4326172	0.2939949	0.8786068	0.4162388	""	""	""	""	""	""	"0"	"2399500000"	"31"	"0.69787887419299"	"-0.2994065284729"	"0.589214616141513"	"-0.232343196868896"	"-0.19595006401795"	"Q5U2S7"	"Q5U2S7"	""	"Psmd3"	"Psmd3"	"Q5U2S7"	0.2730212175	0.57242775	0.201834615979512	0.505364425	0.257603069757963	0.6642478792477	0.915792511944975
"2024"	1.523712	-0.5436783	-1.401649	-0.8170738	-0.9712162	-0.603981	-0.3935165	-0.4484921	-0.3243313	-0.2713432	-1.797655	-1.568157	""	""	""	""	""	""	"0"	"1636500000"	"18"	"0.176356972358345"	"0.294629096984863"	"0.396746626246786"	"0.680699348449707"	"0.388207703315153"	"Q5U2T9"	"Q5U2T9"	""	"Fkbp5"	"Fkbp5"	"Q5U2T9"	-0.309672275	-0.60430145	0.678896657105567	-0.990371625	0.407169445610895	0.882343039677516	0.941075218370869
"2025"	0.1752357	1.563156	1.071892	0.7690258	1.878798	1.688227	1.965439	1.070545	0.8012333	2.127649	0.1858711	1.095139	""	""	""	""	""	""	"0"	"4285700000"	"37"	"1.11686334216783"	"-0.755924701690674"	"0.117707254904769"	"-0.157645702362061"	"-0.105193121092496"	"Q5U2U0"	"Q5U2U0"	"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial"	"Clpx"	"Clpx"	"Q5U2U0"	0.894827375	1.65075225	0.0819655464509075	1.0524731	0.763664795032553	0.567162599928287	0.966841729932831
"2026"	-0.8753033	0.0130806	-3.129076	-0.9589043	-0.9372711	-0.6968002	0.02632713	-0.1458416	-1.293394	-0.439045	-0.4314194	-4.160672	""	""	""	""	""	""	"0"	"1002200000"	"4"	"0.522340920686453"	"-0.799154162406921"	"0.115294694893792"	"0.343581914901733"	"0.163042289089208"	"Q5U2U2"	"Q5U2U2"	"Crk-like protein"	"Crkl"	"Crkl"	"Q5U2U2"	-1.23755075	-0.4383964425	0.325464902236253	-1.5811326	0.767595887737856	0.734739187225016	0.966841729932831
"2027"	-2.853977	-1.746342	-0.7142429	-2.099913	-1.224564	-0.5088024	-0.9017334	-0.9938107	-1.399815	-0.1630821	-0.5394993	-3.667656	""	""	""	""	""	""	"0"	"728340000"	"10"	"1.04531421767691"	"-0.946391105651855"	"0.177312353530873"	"-0.411105632781982"	"-0.216074216180628"	"Q5U2U7"	"Q5U2U7"	"mRNA cap guanine-N7 methyltransferase"	"Rnmt"	"Rnmt"	"Q5U2U7"	-1.853618725	-0.907227625	0.12006066098876	-1.4425131	0.668866780204365	0.606026713592263	0.963637905671656
"2028"	-3.388346	-3.951508	-2.74568	-3.359104	-2.229948	-2.555429	-2.235788	-2.444695	-2.084597	-3.04458	-2.605078	-3.468182	""	""	""	""	""	""	"0"	"262140000"	"7"	"2.06707410784473"	"-0.994694232940674"	"0.707208302390305"	"-0.560550212860107"	"-0.404557214429495"	"Q5U2X0"	"Q5U2X0"	"CDKN2A-interacting protein"	"Cdkn2aip"	"Cdkn2aip"	"Q5U2X0"	-3.3611595	-2.366465	0.0220838397154937	-2.80060925	0.197862806649968	0.410153305892389	0.866845046977648
"2029"	-0.1095963	-0.1727161	-0.0205307	0.3821583	0.5216141	0.9025288	1.298367	0.8851089	0.5782642	0.5384502	0.4501629	0.6947575	""	""	""	""	""	""	"0"	"2837600000"	"34"	"2.32633635670867"	"-0.882075786590576"	"2.17280289159573"	"-0.54557991027832"	"-0.480825823852256"	"Q5U2X8"	"Q5U2X8"	""	"Acot9"	"Acot9"	"Q5U2X8"	0.0198288	0.9019047	0.00535809971916937	0.5654087	0.0157234224595425	0.255866772131464	0.662845413391816
"2030"	3.65926	2.935665	2.835159	3.510063	3.334457	3.427095	3.577257	3.778492	3.189499	3.044333	3.852219	3.069756	""	""	""	""	""	""	"0"	"20188000000"	"158"	"0.615617590496052"	"-0.294288635253906"	"0.0687384438524578"	"-0.0539145469665527"	"-0.0421237958963296"	"Q5U300;A0A0G2K8A5;A0A0G2JXQ1;A0A0G2K4C1"	"Q5U300"	"Ubiquitin-like modifier-activating enzyme 1"	"Uba1"	"Uba1"	"Q5U300"	3.23503675	3.52932525	0.260233069685387	3.28895175	0.853647129141225	0.702878260741335	0.977287668004742
"2031"	1.846844	1.662279	2.147331	1.899363	2.115002	2.061094	1.468426	1.571188	1.717611	1.891685	1.274679	0.1613045	""	""	""	""	""	""	"0"	"6323300000"	"56"	"0.17014266464491"	"0.085026741027832"	"0.771706066267033"	"0.627634048461914"	"0.447784800973052"	"Q5U302;A0A0G2JYF7;A0A0G2JY03;D4A6H8;REV__Q5XHX8;F1M4I1"	"Q5U302;A0A0G2JYF7"	""	"Ctnna1"	"Ctnna1"	"Q5U302"	1.88895425	1.8039275	0.679070969017825	1.261319875	0.205550857043371	0.882343039677516	0.873697955121135
"2032"	-3.602034	-3.446816	-2.496132	-2.51808	-1.886812	-2.129704	-2.178518	-4.469213	-2.373167	-3.450061	-1.896164	-2.034052	""	""	""	""	""	""	"0.0011765"	"290110000"	"1"	"0.206342427984235"	"-0.349703431129456"	"0.592601491397236"	"-0.57740443944931"	"-0.395648172125022"	"Q5U313"	"Q5U313"	""	"Ankrd13a"	"Ankrd13a"	"Q5U313"	-3.0157655	-2.66606175	0.628505677003835	-2.438361	0.256832866840122	0.859934736563543	0.915792511944975
"2033"	-2.75971	-3.965299	-3.423588	-2.700577	-1.997831	-2.864313	-2.649548	-2.571911	-3.907816	-4.717244	-4.901668	-4.099747	""	""	""	""	""	""	"0"	"207310000"	"3"	"1.011777721702"	"-0.691392660140991"	"1.68425442432258"	"1.19432544708252"	"0.863398281177923"	"Q5U316"	"Q5U316"	"Ras-related protein Rab-35"	"Rab35"	"Rab35"	"Q5U316"	-3.2122935	-2.52090075	0.10696242835904	-4.40661875	0.0220626696393558	0.594622847684331	0.702725842431914
"2034"	-3.625301	-5.61711	-4.276197	-4.610446	-1.548632	-3.067389	-3.046696	-4.656631	-1.522888	-2.026134	-1.358395	-0.359417	""	""	""	""	"+"	""	"0"	"298370000"	"5"	"0.983000775403855"	"-1.45242685079575"	"2.98684114292058"	"-3.21555489301682"	"-2.0842836683125"	"Q5U318"	"Q5U318"	"Astrocytic phosphoprotein PEA-15"	"Pea15"	"Pea15"	"Q5U318"	-4.5322635	-3.079837	0.111732154945631	-1.3167085	0.00114406974747229	0.596634260099064	0.339015596995302
"2035"	0.8085823	-4.102642	-3.925205	1.589478	-2.778135	-2.998165	-5.683978	-4.831543	-3.125338	-2.636044	-4.949338	-3.450081	""	""	""	""	""	""	"0"	"1186800000"	"14"	"0.791178025363333"	"2.66550821065903"	"0.639592334317722"	"2.13275325298309"	"0.822279089616561"	"Q5U362;P55260"	"Q5U362;P55260"	"Annexin;Annexin A4"	"Anxa4"	"Anxa4"	"Q5U362"	-1.407446675	-4.07295525	0.181677407884672	-3.54020025	0.258221998347109	0.653764872807266	0.9161476387552
"2036"	3.352308	2.918449	3.00458	4.338797	3.973423	3.782808	4.095934	4.513918	3.167501	3.489836	3.639482	2.793459	""	""	""	""	""	"+"	"0"	"26604000000"	"148"	"0.97908027542432"	"-0.687987327575684"	"0.131157600210354"	"0.130963802337646"	"0.0951946984016802"	"Q5U3Z7"	"Q5U3Z7"	"Serine hydroxymethyltransferase"	"Shmt2"	"Shmt2"	"Q5U3Z7"	3.4035335	4.09152075	0.124129952235615	3.2725695	0.742211647083254	0.608269156487209	0.966841729932831
"2037"	-0.8389778	-0.213232	0.1190224	-1.107719	-0.2815723	-0.397419	0.4925213	0.1632195	-0.4767132	-0.4140282	-0.6039124	-0.8825321	""	""	""	""	""	""	"0"	"1364100000"	"28"	"0.704012375730471"	"-0.504414081573486"	"0.103148905716979"	"0.0840697288513184"	"0.0646778018033522"	"Q5U4F3;A0A0G2JV46"	"Q5U4F3;A0A0G2JV46"	"Protein FAM107B"	"Fam107b"	"Fam107b"	"Q5U4F3"	-0.5102266	-0.00581262500000001	0.202113374258244	-0.594296475	0.793757067152584	0.6642478792477	0.971780504745026
"2038"	1.45336	-0.4024048	-1.223755	1.301783	0.9268513	1.318058	1.082418	1.41835	1.227032	-0.1747017	0.3258305	-0.9249363	""	""	""	""	""	""	"0"	"3642000000"	"32"	"0.652783638703437"	"-0.904173851013184"	"0.0763137608811756"	"0.168939590454102"	"0.0940895898763014"	"Q5VLR5"	"Q5VLR5"	""	"Erp44"	"Erp44"	"Q5VLR5"	0.2822458	1.186419325	0.26212557963158	0.113306125	0.839713229991641	0.702878260741335	0.977287668004742
"2039"	0.2938099	-0.5730686	0.1561604	1.128565	-1.46553	0.6489677	-0.2339325	0.5910244	0.2593822	0.4665642	-0.1080322	-3.648183	""	""	""	""	""	""	"0"	"2146200000"	"23"	"0.246718298540565"	"0.366234302520752"	"0.436721335695676"	"1.0089339017868"	"0.49662139288762"	"Q5XFW8"	"Q5XFW8"	"Protein SEC13 homolog"	"Sec13"	"Sec13"	"Q5XFW8"	0.251366675	-0.1148676	0.56897812187742	-0.7575672	0.386682929121575	0.830390980349894	0.941075218370869
"2040"	4.848297	2.423098	3.512342	5.047022	3.003698	3.170795	2.994148	3.793846	3.273426	2.566526	3.772652	2.857815	""	""	""	""	""	""	"0"	"29055000000"	"110"	"0.51227790023544"	"0.717067718505859"	"0.592810360164076"	"0.840085029602051"	"0.503591797748453"	"Q5XFX0;P37805"	"Q5XFX0"	"Transgelin-2"	"Tagln2"	"Tagln2"	"Q5XFX0"	3.95768975	3.24062175	0.334295858979123	3.11760475	0.276179221695127	0.738661378447386	0.932403359199021
"2041"	-2.266762	-3.438591	-3.112343	-3.003113	-1.993267	-2.045948	-2.041973	-2.358784	-5.574994	-3.685621	-2.469936	-4.770928	""	""	""	""	""	""	"0"	"266470000"	"6"	"1.74993566389262"	"-0.845209121704102"	"0.811681329829506"	"1.17016780376434"	"0.681115006258741"	"Q5XHY7"	"Q5XHY7"	"Signal transducing adapter molecule 2"	"Stam2"	"Stam2"	"Q5XHY7"	-2.95520225	-2.109993	0.0358762829890452	-4.12536975	0.182338868908091	0.452008819295074	0.849705646679399
"2042"	2.744905	2.169428	2.710997	3.301132	3.019905	2.890055	3.174137	3.57399	2.757473	2.548683	2.598236	2.157469	""	""	""	""	""	""	"0"	"13910000000"	"112"	"0.779859174439075"	"-0.432906150817871"	"0.352566345856219"	"0.216150283813477"	"0.17101911886731"	"Q5XHZ0"	"Q5XHZ0"	"Heat shock protein 75 kDa, mitochondrial"	"Trap1"	"Trap1"	"Q5XHZ0"	2.7316155	3.16452175	0.174483083226729	2.51546525	0.452510614323679	0.65348130248753	0.941075218370869
"2043"	2.900158	2.181025	1.265108	2.478277	2.063639	2.130152	1.9657	1.980885	2.53397	0.2621517	2.75448	-0.5118237	""	""	""	""	""	""	"0"	"8862300000"	"72"	"0.192990128333924"	"0.171048164367676"	"0.485693056068288"	"0.946447372436523"	"0.50165943868731"	"Q5XI07"	"Q5XI07"	"Lipoma-preferred partner homolog"	"Lpp"	"Lpp"	"Q5XI07"	2.206142	2.035094	0.656695246767184	1.2596945	0.34523690456032	0.873000956926256	0.941075218370869
"2044"	-5.368652	0.4746017	-4.010874	-4.631625	-0.1179466	-2.969383	-0.9193363	-4.692736	-0.5884609	-3.189116	-2.884155	0.506773	""	""	""	""	""	""	"0.0091388"	"643170000"	"5"	"0.303828679467022"	"-1.20928692817688"	"0.537123247820509"	"-1.84539771080017"	"-0.712069310235369"	"Q5XI26"	"Q5XI26"	""	"Stat2"	"Stat2"	"Q5XI26"	-3.384137325	-2.174850475	0.498272222062045	-1.538739725	0.295930985564917	0.807166754226969	0.941075218370869
"2045"	-2.093845	-2.14715	-2.144207	-1.673607	-2.650167	-2.014254	-2.755131	-1.973633	-1.796705	-2.13751	-0.5668812	-2.271923	""	""	""	""	""	""	"0"	"520840000"	"4"	"0.685326861198595"	"0.333593845367432"	"0.339483870066819"	"-0.321447372436523"	"-0.228783759239944"	"Q5XI28"	"Q5XI28"	"Ribonucleoprotein PTB-binding 1"	"Raver1"	"Raver1"	"Q5XI28"	-2.01470225	-2.34829625	0.219472845093361	-1.6932548	0.477502865327753	0.680654599848752	0.941075218370869
"2046"	3.95694	2.836555	2.557798	3.794273	3.889355	4.202553	3.052671	4.205038	4.103497	2.939846	4.109407	2.808298	""	""	""	""	""	""	"0"	"25239000000"	"133"	"0.589257510851985"	"-0.551012516021729"	"0.157328432945614"	"-0.203870296478271"	"-0.136154640165882"	"Q5XI32;A0A0G2JYB1"	"Q5XI32;A0A0G2JYB1"	"F-actin-capping protein subunit beta"	"Capzb"	"Capzb"	"Q5XI32"	3.2863915	3.83740425	0.259981547488034	3.490262	0.696111417983568	0.702878260741335	0.963637905671656
"2047"	3.2999	3.425999	3.23208	3.017008	3.011789	3.475557	3.476789	3.478941	2.980856	2.695364	3.608545	2.64805	""	""	""	""	""	""	"0"	"17476000000"	"112"	"0.348020377315192"	"-0.117022514343262"	"0.503341516360577"	"0.260542869567871"	"0.210621060054993"	"Q5XI34"	"Q5XI34"	""	"Ppp2r1a"	"Ppp2r1a"	"Q5XI34"	3.24374675	3.360769	0.451342829000224	2.98320375	0.335145618202288	0.793385587685606	0.941075218370869
"2048"	0.4671288	0.2298756	-0.1881733	-0.8920403	0.6084194	0.6087723	0.7397633	0.4306488	-0.01103401	0.1355705	-0.5188103	0.1377125	""	""	""	""	""	""	"0"	"2259500000"	"24"	"1.1982854972241"	"-0.692703247070313"	"0.0324441303218755"	"-0.0316619873046875"	"-0.023697098186957"	"Q5XI72;A0A0G2KAW7"	"Q5XI72;A0A0G2KAW7"	"Eukaryotic translation initiation factor 4H"	"Eif4h"	"Eif4h"	"Q5XI72"	-0.0958023	0.59690095	0.100207439100215	-0.0641403275	0.928979864713426	0.594622847684331	0.981445782666762
"2049"	3.298588	1.832949	1.305761	3.277292	2.87038	2.824072	3.158833	3.343866	3.471317	2.483913	4.084593	-0.08199692	""	""	""	""	""	""	"0"	"15471000000"	"75"	"0.553364159731715"	"-0.620640277862549"	"0.0196917083765383"	"-0.0608091354370117"	"-0.0296723935853523"	"Q5XI73"	"Q5XI73"	"Rho GDP-dissociation inhibitor 1"	"Arhgdia"	"Arhgdia"	"Q5XI73"	2.4286475	3.04928775	0.312108298848037	2.48945652	0.956182671058287	0.73096313401361	0.991498954481076
"2050"	1.99695	-1.623306	0.3900681	2.294039	-2.137623	0.01020622	-0.04004478	-0.6130981	0.6424332	-0.04836464	0.7084694	-0.0007820129	""	""	""	""	""	""	"0"	"3702800000"	"47"	"0.686174032503165"	"1.4595775604248"	"0.18661767348154"	"0.438998699188232"	"0.228447099254805"	"Q5XI77"	"Q5XI77"	"Annexin"	"Anxa11"	"Anxa11"	"Q5XI77"	0.764437775	-0.695139915	0.218952496169201	0.325438986775	0.663596972448487	0.680654599848752	0.963637905671656
"2051"	5.123142	4.828522	4.577003	5.585047	5.838129	5.680466	5.470469	6.027349	5.212383	4.742098	5.242323	4.639084	""	""	""	""	""	""	"0"	"75315000000"	"348"	"1.58698335879469"	"-0.725674629211426"	"0.0949815637792566"	"0.0694565773010254"	"0.0548133578615787"	"Q5XI78"	"Q5XI78"	"2-oxoglutarate dehydrogenase, mitochondrial"	"Ogdh"	"Ogdh"	"Q5XI78"	5.0284285	5.75410325	0.0352327129476725	4.958972	0.804387613561244	0.452008819295074	0.97467001701752
"2052"	-4.178837	-3.96744	-3.128804	-2.279488	-2.069241	-2.118839	-1.810076	-2.207001	-2.864847	-2.996209	-2.562721	-3.381107	""	""	""	""	""	""	"0"	"211480000"	"7"	"1.63397973084323"	"-1.33735287189484"	"0.415858319676471"	"-0.437420904636383"	"-0.298440877533088"	"Q5XI79"	"Q5XI79"	"NADH dehydrogenase [ubiquinone] complex I, assembly factor 7"	"Ndufaf7"	"Ndufaf7"	"Q5XI79"	-3.38864225	-2.05128925	0.0513364144381068	-2.951221	0.402067613809253	0.494200858610022	0.941075218370869
"2053"	-3.193916	-4.639828	-4.143576	-4.502754	-4.325849	-2.19408	-2.330299	-1.811697	-3.909977	-2.343134	-1.964039	-3.411449	""	""	""	""	""	""	"0.00083857"	"207440000"	"3"	"1.17351934557997"	"-1.4545373916626"	"1.13740537221082"	"-1.21286916732788"	"-0.778251132883404"	"Q5XI97"	"Q5XI97"	"Alanyl-tRNA editing protein Aarsd1"	"Aarsd1"	"Aarsd1"	"Q5XI97"	-4.1200185	-2.66548125	0.0781696267837583	-2.90714975	0.0774799674872167	0.565910984262538	0.760917847364041
"2054"	-1.213272	-0.5626945	0.1012516	-0.1787529	0.4246883	-0.6427021	-0.02645111	-0.295517	-0.6858006	-0.6211262	-0.275444	0.009487152	""	""	""	""	""	""	"0"	"1638300000"	"12"	"0.397454855031693"	"-0.328371524810791"	"0.0770647910021939"	"-0.0701460838317871"	"-0.0528481542224977"	"Q5XIA5"	"Q5XIA5"	""	"Coasy"	"Coasy"	"Q5XIA5"	-0.46336695	-0.1349954775	0.402207259543557	-0.393220912	0.839194867990492	0.775145143699235	0.977287668004742
"2055"	1.628157	1.847075	1.413385	2.77895	2.163754	2.280315	2.07374	3.02766	1.23031	2.116163	1.944609	1.470404	""	""	""	""	""	""	"0"	"7723600000"	"47"	"0.596843907020886"	"-0.469475746154785"	"0.254343058693379"	"0.22652006149292"	"0.166057464927204"	"Q5XIC0"	"Q5XIC0"	"Enoyl-CoA delta isomerase 2, mitochondrial"	"Eci2"	"Eci2"	"Q5XIC0"	1.91689175	2.38636725	0.257326229986199	1.6903715	0.559653860758449	0.702720153994184	0.947940769823838
"2056"	1.162315	-2.074089	-1.609398	0.7310104	-0.8980293	-0.7244053	-0.7348118	-0.5122986	-0.4933205	-2.594946	-0.1290035	-1.697298	""	""	""	""	""	""	"0"	"1682800000"	"20"	"0.123193272683075"	"0.269845962524414"	"0.336225468807743"	"0.781101703643799"	"0.392088325325916"	"Q5XIC6"	"Q5XIC6"	""	"Psmd12"	"Psmd12"	"Q5XIC6"	-0.4475404	-0.71738625	0.763112398014174	-1.228642	0.464592397216295	0.923421379051499	0.941075218370869
"2057"	-2.501268	-5.327601	-3.551892	-2.762449	-3.123774	-2.918064	-2.595577	-2.373213	-3.158712	-3.478765	-2.677063	-4.208754	""	""	""	""	""	""	"0"	"213280000"	"5"	"0.553392987868324"	"-0.783145785331726"	"0.0781196614965133"	"-0.15497899055481"	"-0.0904156019087248"	"Q5XID1"	"Q5XID1"	"Anamorsin"	"Ciapin1"	"Ciapin1"	"Q5XID1"	-3.5358025	-2.752657	0.310898489192526	-3.3808235	0.837811711050553	0.73096313401361	0.977287668004742
"2058"	-0.3597717	-3.445313	-1.852539	-0.5457249	-0.9402866	-0.549902	-1.408638	0.03609085	-0.30369	-2.603628	-0.3288136	-1.449976	""	""	""	""	""	""	"0"	"1048000000"	"13"	"0.490297289992995"	"-0.835153102874756"	"0.162528790452494"	"-0.379310131072998"	"-0.199730870797401"	"Q5XIE0"	"Q5XIE0"	"Acidic leucine-rich nuclear phosphoprotein 32 family member E"	"Anp32e"	"Anp32e"	"Q5XIE0"	-1.55083715	-0.7156839375	0.34165961541812	-1.1715269	0.68877042679451	0.740838742907552	0.963637905671656
"2059"	0.8142071	0.2295284	0.4986763	0.6135216	0.5080986	0.362505	0.5403042	1.587029	0.3042145	-0.04645348	1.268991	0.7558231	""	""	""	""	""	""	"0"	"2918600000"	"37"	"0.285089555791907"	"-0.210500717163086"	"0.0352898983514442"	"-0.0316605567932129"	"-0.0241701856449657"	"Q5XIE6"	"Q5XIE6"	"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"	"Hibch"	"Hibch"	"Q5XIE6"	0.53898335	0.7494842	0.530009433147	0.57064378	0.923468880785229	0.813197733942944	0.979033811709225
"2060"	-1.831564	-4.630121	-4.310252	-4.454556	-3.139009	-4.096041	-5.672695	-4.362606	-3.947447	-5.700054	-4.518559	-3.628459	""	""	""	""	""	""	"0.004456"	"122500000"	"3"	"0.246673553412886"	"0.510964572429657"	"0.342237614534209"	"0.64200621843338"	"0.35597859487951"	"Q5XIE8"	"Q5XIE8"	"Integral membrane protein 2B;BRI2, membrane form;BRI2 intracellular domain;BRI2C, soluble form;Bri23 peptide"	"Itm2b"	"Itm2b"	"Q5XIE8"	-3.80662325	-4.31758775	0.56781296390324	-4.44862975	0.458422583700095	0.829203937992526	0.941075218370869
"2061"	1.392925	3.829521	3.214159	2.703959	3.432467	3.439617	2.982925	2.670673	2.809708	3.813364	2.17486	3.44363	""	""	""	""	""	""	"0"	"13995000000"	"63"	"0.257534657233479"	"-0.346279621124268"	"0.168756516349831"	"-0.275249481201172"	"-0.168743707015346"	"Q5XIF3"	"Q5XIF3"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"	"Ndufs4"	"Ndufs4"	"Q5XIF3"	2.785141	3.1314205	0.565579557575106	3.0603905	0.679792208314017	0.827480457606782	0.963637905671656
