527_RG_Benzing_Rinschen_150523_TQ_S01	527_RG_Benzing_Rinschen_150523_TQ_S02	527_RG_Benzing_Rinschen_150523_TQ_S07	527_RG_Benzing_Rinschen_150523_TQ_S08	527_RG_Benzing_Rinschen_150523_TQ_S09	527_RG_Benzing_Rinschen_150523_TQ_S10	527_RG_Benzing_Rinschen_150523_TQ_S15	527_RG_Benzing_Rinschen_150523_TQ_S16	527_RG_Benzing_Rinschen_150523_TQ_S17	527_RG_Benzing_Rinschen_150523_TQ_S18	527_RG_Benzing_Rinschen_150523_TQ_S23	527_RG_Benzing_Rinschen_150523_TQ_S24	724_RG_Rinschen_Schermer_150624_C1_01	724_RG_Rinschen_Schermer_150624_C2_02	724_RG_Rinschen_Schermer_150624_C3_03	724_RG_Rinschen_Schermer_150624_C4_04	724_RG_Rinschen_Schermer_150624_PAN_1_05	724_RG_Rinschen_Schermer_150624_PAN_2_06	724_RG_Rinschen_Schermer_150624_PAN_3_07	724_RG_Rinschen_Schermer_150624_PAN_4_08	Q-value	Intensity	MS/MS Count	Protein IDs	Majority protein IDs	Protein names	Gene names	PDB
24.91607	24.57109	25.04976	25.15294	24.35124	24.4768	24.00958	24.03783	25.20225	24.84326	24.8334	25.05275	24.78895	24.55999	24.67541	24.64702	25.27206	24.59012	25.22328	25.182	0	1988400000	47	Q9GZT3;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJI1	Q9GZT3;H0YJ40;G3V4X6;G3V2S9;H0YJW7	"SRA stem-loop-interacting RNA-binding protein, mitochondrial"	SLIRP	
20.74169	22.24635	21.27028	21.35915	21.62089	22.33461	21.66158	21.3187	21.30565	22.17249	20.85295	20.4297	23.22183	23.35649	23.20827	23.13774	23.24787	23.33265	23.40367	23.13148	0	607520000	11	R4SCQ0;R4SCP5;Q9GZT9;R4SCF3;R4SCC4;R4S1C5;R4RZ18;R4RYZ7;R4RYY7;I6QYW0;Q9NTU9	R4SCQ0;R4SCP5;Q9GZT9;R4SCF3;R4SCC4;R4S1C5;R4RZ18;R4RYZ7;R4RYY7	Egl nine homolog 1	EGLN1	2G19;2G1M;2HBT;2HBU;2Y33;2Y34;3HQR;3HQU;3OUH;3OUI;3OUJ;4BQW;4BQX;4BQY;4JZR;4KBZ
25.10105	24.79749	25.12274	24.62884	24.7684	24.90862	24.77966	24.96772	25.35101	25.05879	24.90339	25.20232	21.56731	24.00915	24.10133	23.83499	24.7113	23.65349	24.01767	23.7291	0	1523400000	47	Q9GZV5;C9J038;C9J337;C9JR84;C9JQS8	Q9GZV5;C9J038;C9J337	WW domain-containing transcription regulator protein 1	WWTR1	
24.45714	24.82274	24.616	24.21193	21.38167	24.21904	23.90307	23.8624	23.93301	23.10999	24.53226	24.07504	22.24702	22.4893	22.02659	21.63868	23.188	22.2819	21.67547	21.5785	0	562070000	21	Q9GZX9;J3QS03	Q9GZX9;J3QS03	Twisted gastrulation protein homolog 1	TWSG1	
24.5291	24.75226	24.7572	24.6053	25.67853	25.32351	25.32083	25.09011	25.82289	25.43084	25.2711	25.74512	26.02325	26.63187	26.71398	26.50903	26.48997	26.38709	26.56953	26.1968	0	6457600000	72	Q9GZZ9;E7EWE1;E7EQ61;C9J5W5;C9J0F6;C9JRV9;D6RJC9	Q9GZZ9;E7EWE1;E7EQ61;C9J5W5;C9J0F6	Ubiquitin-like modifier-activating enzyme 5	UBA5	3GUC;3H8V
21.19162	21.96489	21.03639	22.84255	24.77786	21.11728	23.94673	23.90564	21.9911	22.57533	21.10371	23.45588	21.63951	23.55204	22.15588	23.86306	23.33892	23.72786	22.74246	23.74735	0	854420000	13	Q9H078;H0YGM0;Q7Z777	Q9H078;H0YGM0;Q7Z777	Caseinolytic peptidase B protein homolog	CLPB	
21.80931	22.25793	22.16521	22.26138	21.97942	22.14889	21.94056	21.61539	22.08404	23.73041	21.98165	22.12117	21.96817	23.30078	22.92887	21.71326	22.39411	21.67224	21.58608	21.93025	0.00023004	656980000	13	Q9H089;F8WFC6;H7C2X7	Q9H089;F8WFC6;H7C2X7	Large subunit GTPase 1 homolog	LSG1	
23.67681	23.98807	24.0209	24.00093	23.8224	23.75624	23.88465	24.14063	23.82085	24.45262	23.77465	24.36353	25.96561	25.92014	25.97677	25.82274	25.84628	25.64147	25.49213	25.38459	0	3192200000	65	Q9H098;C9J6N5;C9JQ40;C9JW51;C9J3Q3;X6RET8;C9JP05;C9JYP1;C9J6Y8;F8WCJ2	Q9H098;C9J6N5;C9JQ40;C9JW51;C9J3Q3;X6RET8;C9JP05;C9JYP1;C9J6Y8	Protein FAM107B	FAM107B	
23.51569	23.65524	22.05577	23.07053	21.13606	23.30744	23.04574	20.62121	20.28693	23.4472	22.04672	21.78704	23.31105	23.05096	21.9039	22.05833	22.03575	21.63484	23.22168	22.6654	0	893660000	9	Q9H0A0;E9PJN6;E9PMU0	Q9H0A0	N-acetyltransferase 10	NAT10	
25.68779	25.26664	26.20639	26.06548	25.25342	25.61237	25.96842	25.69408	25.38897	25.626	25.92531	26.26381	26.17467	26.12556	26.49665	26.25972	26.16277	26.05517	26.2932	26.15165	0	5590900000	127	Q9H0B6;A8MZ87;A8MX29;E9PP09;C9JHT2;E9PM83;E9PQ02;E9PI24	Q9H0B6;A8MZ87	Kinesin light chain 2	KLC2	3CEQ;3EDT
25.28161	25.12092	25.28316	25.22586	25.12278	25.24999	25.25111	25.35726	25.00543	25.65499	25.07345	25.45767	25.16645	25.142	25.08813	24.98368	25.17127	24.86368	24.911	24.64779	0	2879300000	70	Q9H0C8;F8SNU7;H7C2I8;E9PC05;F8SNU6;B8Y6Z5;B8Y6Z6	Q9H0C8;F8SNU7;H7C2I8	Integrin-linked kinase-associated serine/threonine phosphatase 2C	ILKAP;ILKAP3	
24.74037	24.27006	25.194	24.99568	24.16415	24.41229	24.537	24.68528	24.57594	22.9374	24.6299	24.64927	24.79853	24.81763	24.6584	25.17991	24.865	24.20494	24.64796	24.28891	0	2167100000	63	Q9H0L4	Q9H0L4	Cleavage stimulation factor subunit 2 tau variant	CSTF2T	
24.90233	25.36713	25.56567	25.45384	24.83002	25.20605	25.1715	25.62243	24.54498	24.08871	25.56741	25.67508	25.97196	26.1145	26.24095	26.11999	26.30939	26.25115	25.74632	25.94818	0	5358000000	54	Q9H1B7;B4DTU9;B4DSJ2	Q9H1B7	Interferon regulatory factor 2-binding protein-like	IRF2BPL	2B9G;2CS3
26.23286	26.77744	26.0668	26.03242	26.52577	26.37019	26.43113	26.56212	27.21984	26.24033	25.91643	26.67236	27.82469	27.79637	27.99529	27.64671	27.71986	28.0932	27.32423	27.50385	0	10333000000	136	Q9H1E3;B4DTY3;Q6IA16	Q9H1E3	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	NUCKS1	
21.59629	22.73602	22.68093	22.71356	22.16616	22.78439	22.72447	22.96155	22.35881	23.36599	23.26284	23.58806	22.72736	21.81977	20.68757	22.45351	22.1645	21.70932	21.54828	22.33308	0.00044375	201900000	10	Q9H1K1;A0A024RBI3;F5H5N2;B4DNC9;B4DDI1;B3KQ30;B1P7G3	Q9H1K1;A0A024RBI3;F5H5N2;B4DNC9;B4DDI1;B3KQ30	"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial"	ISCU	
28.6502	28.358	28.79383	28.29548	28.4753	28.41353	28.57726	28.51811	28.10684	28.30016	28.75172	29.11165	31.1139	31.34752	31.34085	31.43012	31.39652	30.99961	31.21489	30.64779	0	1.2935E+11	206	Q9H299;Q86Z22;D3DPK5;Q5T123	Q9H299;Q86Z22;D3DPK5;Q5T123	SH3 domain-binding glutamic acid-rich-like protein 3	SH3BGRL3	1SJ6
25.80698	25.79566	25.93479	26.03309	26.09961	26.20898	26.14042	26.3533	26.17389	26.40254	25.89463	26.11607	27.2459	27.03086	27.17817	26.95371	26.68953	27.08568	26.77543	26.72936	0	9111100000	119	Q9H2D6;Q8TCM3;H0Y5J9;F6WYE2;F6TR96	Q9H2D6;Q8TCM3	TRIO and F-actin-binding protein	TRIOBP;DKFZp547M048	
25.95409	25.68576	26.08097	26.06419	25.64339	25.99051	25.74763	25.85906	25.77334	25.81433	26.16037	26.23233	25.72294	26.04962	25.97821	26.02316	25.81809	26.26873	25.97895	26.16275	0	4456900000	119	Q9H2G2	Q9H2G2	STE20-like serine/threonine-protein kinase	SLK	2J51;2JFL;2JFM;2UV2
24.319	23.01942	23.28926	23.45362	24.24532	24.06497	23.60546	24.28609	21.95734	22.88502	23.63721	21.47078	25.56552	25.58383	25.50385	25.53988	25.40188	25.35047	25.38482	25.71646	0	3006400000	33	Q9H2M9;B3KNG8	Q9H2M9;B3KNG8	Rab3 GTPase-activating protein non-catalytic subunit	RAB3GAP2	
23.32457	22.95353	21.14863	21.19363	21.31158	23.51797	23.49729	23.60908	21.79597	22.49303	21.00185	21.22569	22.86505	22.09845	22.3156	23.09253	22.93436	22.05392	21.62356	22.98447	0	453060000	11	Q9H2P9;B3KWP1	Q9H2P9;B3KWP1	Diphthine synthase	DPH5	
23.34286	22.79691	22.83532	22.57187	22.51143	21.86085	23.14023	23.34881	23.73851	23.57589	23.47147	24.82978	23.83615	23.37305	23.99938	23.51701	23.77374	24.25681	23.55227	23.75685	0	1179100000	22	Q9H2W6;Q8TER9	Q9H2W6;Q8TER9	"39S ribosomal protein L46, mitochondrial"	MRPL46;FLJ00124	
24.13446	24.07936	24.41177	23.13286	23.78247	23.54156	23.89837	23.63466	21.80524	22.67024	23.8349	20.97404	22.4052	24.77756	24.96794	24.63876	21.91354	24.64894	21.97181	24.50827	0	2231000000	17	Q9H3H3	Q9H3H3	UPF0696 protein C11orf68	C11orf68	1ZTP;2Q4K
26.95837	27.42734	27.27026	27.29588	27.48685	27.38451	27.65253	27.92366	27.23151	26.92468	27.8705	28.19018	27.46544	27.42934	27.42662	27.77165	27.5984	27.60661	27.70701	27.749	0	17884000000	140	Q9H3K6;H3BV85;H3BTW0;H3BVE0	Q9H3K6	BolA-like protein 2	BOLA2	
23.52145	23.44202	23.16059	23.71576	23.52001	22.98146	23.07442	22.98727	22.55279	22.00523	23.16501	22.02943	22.59574	21.16464	21.53641	22.00924	20.70215	22.44856	22.37064	21.88021	0	889800000	18	Q9H3N1;G3V448;B4DZX7	Q9H3N1	Thioredoxin-related transmembrane protein 1	TMX1	1X5E
24.2932	23.7686	24.12329	24.00144	23.99955	23.8968	23.851	23.69551	23.81548	23.02305	24.10406	23.61975	23.95376	23.77314	24.10318	23.9494	24.55508	23.9729	24.72297	24.3804	0	1234800000	41	Q9H3S7;B4DST5;B4DJ12;B4DJ21;C9JD91	Q9H3S7;B4DST5;B4DJ12;B4DJ21	Tyrosine-protein phosphatase non-receptor type 23	PTPN23	3RAU
27.15432	26.83002	26.68472	27.30947	26.2651	26.49351	26.29903	25.79595	26.07529	24.44145	26.37849	23.41274	26.61512	26.56001	26.85946	26.52998	26.71516	26.4476	26.73544	26.75621	0	7639600000	162	Q9H3U1	Q9H3U1	Protein unc-45 homolog A	UNC45A	2DBA
21.96856	21.27479	22.38593	22.52984	22.33664	22.59787	22.51994	22.48638	20.88282	23.08042	22.57034	23.02313	22.50417	23.10992	22.80053	22.72825	22.32357	23.13968	23.01555	22.62727	0	396180000	19	Q9H3Y8;X6R7I6	Q9H3Y8;X6R7I6	Pancreatic progenitor cell differentiation and proliferation factor	PPDPF	
27.6981	27.5947	27.92434	27.89562	27.62024	27.61281	27.9457	27.94084	27.88221	27.60138	28.21085	27.95005	27.70147	27.90363	27.81244	27.87496	27.73389	27.74214	27.76104	27.94252	0	20005000000	224	Q9H444;P59074;Q96CF2	Q9H444	Charged multivesicular body protein 4b	CHMP4B	3C3Q;3C3R;3UM3;4ABM
25.89569	25.66278	24.71576	25.26592	25.69376	26.31155	25.93049	25.74106	25.90931	25.45127	26.46016	26.48204	24.87577	24.75573	24.73635	24.74914	24.51358	25.08797	25.33228	25.12179	0	2488300000	43	Q9H488;B4DZS3;B4DUV4	Q9H488;B4DZS3	GDP-fucose protein O-fucosyltransferase 1	POFUT1	
27.13261	26.96675	27.0879	27.32911	26.39396	26.54812	26.53828	26.50443	26.68459	25.99774	26.89597	25.34316	28.07623	27.76148	27.92218	27.95754	27.82523	27.60442	27.76155	27.47676	0	14956000000	156	Q9H4A4;A6NKB8;Q7RU04;C9JMZ3;H7C2T3	Q9H4A4;A6NKB8;Q7RU04	Aminopeptidase B	RNPEP	
25.05171	24.63018	24.67152	24.8101	24.55333	24.64861	24.6739	24.87183	24.63959	24.60942	24.39454	24.83976	22.12732	24.93355	24.9711	21.64938	21.54755	24.51971	21.92226	21.51338	0	1122800000	46	Q9H4A6;B3KQ71;B4DWL6;B3KS18;B4DDX1;B3KQJ9;D6REM1	Q9H4A6;B3KQ71;B4DWL6;B3KS18;B4DDX1	Golgi phosphoprotein 3	GOLPH3	3KN1
22.77149	22.52573	23.52253	23.02854	22.70506	23.53112	21.6516	22.51766	21.19499	22.70736	22.78778	21.31407	26.52905	26.17373	26.65417	26.29193	26.55039	25.7052	26.60088	26.10149	0	4671300000	61	Q9H4L5;Q59H73;Q9NXG8;Q9BZF2;Q8WXP9	Q9H4L5	Oxysterol-binding protein-related protein 3	OSBPL3	
23.98555	23.61549	24.4139	24.04093	23.92651	23.95934	23.79877	24.13563	23.66698	22.73075	24.33722	23.84709	23.87811	24.24764	23.83538	24.39976	24.36433	24.35595	24.4405	23.47333	0	976950000	42	Q9H501;Q05C10;A0JLU5;Q8IWH6;Q3SWV1;Q6P6H6	Q9H501;Q05C10;A0JLU5	ESF1 homolog	ESF1	
25.05188	24.44733	23.41803	23.7265	24.07953	24.94029	23.23128	23.84527	24.30452	22.25549	23.17722	24.06907	25.86084	26.05666	26.14859	26.08464	23.57508	24.83413	21.55908	23.62199	0	2419900000	42	Q9H694;V5YQU3;A6NGY7	Q9H694;V5YQU3;A6NGY7	Protein bicaudal C homolog 1	BICC1	
25.2394	25.53671	25.37484	25.04519	25.05949	25.29639	25.39365	25.25025	24.84546	24.90912	25.19129	25.26198	24.59838	24.96296	25.3057	24.82944	24.52163	24.81363	24.30946	24.77324	0	2058800000	38	Q9H6F5;B4DY99;H0YG79;Q6ZW18	Q9H6F5	Coiled-coil domain-containing protein 86	CCDC86	
23.5518	22.98315	21.62555	21.2859	21.9816	20.91342	21.43052	21.10896	22.95154	23.16812	21.72505	21.15387	23.86609	23.14785	23.54369	23.66568	22.83198	22.57596	22.38118	22.43341	0	570200000	11	Q9H6R4;G8JLK7;B4DF80;B3KPN5	Q9H6R4;G8JLK7;B4DF80;B3KPN5	Nucleolar protein 6	NOL6	
28.43678	28.3796	28.44399	28.34625	28.22228	28.36286	28.38685	28.19582	28.19953	28.22182	28.22283	28.22995	29.10229	29.11753	29.21819	29.14309	29.09348	28.98555	29.12023	29.1052	0	43483000000	440	Q9H6S3;B4DFD2;E9PLH1;H0YD62;H0YF37;E9PNT0;E9PN68;E9PLN2;E9PM34;E9PNY4	Q9H6S3	Epidermal growth factor receptor kinase substrate 8-like protein 2	EPS8L2	1WWU;1WXB
24.5856	24.45143	25.02513	24.50288	24.52826	24.36806	24.77671	24.59035	24.3141	21.8951	24.72213	24.80341	25.44932	25.51626	25.62095	25.63059	25.54554	25.69943	25.41122	25.34624	0	3110800000	69	Q9H6T3	Q9H6T3	RNA polymerase II-associated protein 3	RPAP3	4CGV;4CGW
22.79132	22.88441	22.3088	22.6139	22.7211	22.87474	22.82326	23.15417	21.55281	23.56762	21.07867	23.09869	22.37242	23.99508	22.85616	23.18465	22.86194	23.08671	23.10852	23.07837	0.00022821	292080000	5	Q9H6Y2;D6RGJ8;G3V1J0	Q9H6Y2	WD repeat-containing protein 55	WDR55	
26.68525	26.90598	26.92626	26.83207	26.97607	26.98272	27.07071	27.13702	27.02665	26.63976	27.03181	27.46832	26.85222	26.96135	27.1281	27.0295	26.97629	27.09557	27.01041	26.99108	0	9884400000	154	Q9H773;H3BSA6;H3BPN2	Q9H773	dCTP pyrophosphatase 1	DCTPP1	
21.27077	20.26245	21.42113	20.80671	23.14495	23.27824	23.47135	23.52707	23.47209	24.14836	23.41931	23.20949	22.0924	22.94592	22.39486	21.47467	22.40252	22.0049	21.38276	21.33529	0	721750000	17	Q9H788;H0YAT1	Q9H788	SH2 domain-containing protein 4A	SH2D4A	
22.0295	21.29407	21.61348	21.25469	22.10851	21.44289	21.66619	21.43876	22.4196	23.60947	21.42836	22.38318	24.13391	24.10326	23.99127	23.90545	23.81792	23.7682	22.34389	23.61964	0	743970000	9	Q9H792;H0YN99;H3BUZ5	Q9H792;H0YN99	Pseudopodium-enriched atypical kinase 1	PEAK1	
23.81939	24.46095	24.8783	24.46569	24.52289	24.17272	24.0053	24.53059	24.23257	22.97558	24.17112	24.60885	25.69891	25.72479	25.87028	26.0757	25.71924	26.04089	26.14678	25.99373	0	4232400000	43	Q9H7C4	Q9H7C4	Syncoilin	SYNC	
24.82163	24.64785	25.38801	24.90779	24.71586	24.79486	25.12538	25.24213	24.9757	24.48886	25.01704	25.23294	27.10759	27.07999	26.99335	27.16921	27.18244	27.38665	27.24264	27.04323	0	8739400000	80	Q9H7C9;E9PNP3;E9PR47;E9PIQ4;E9PJP1;E9PLK9;K4DI89	Q9H7C9;E9PNP3;E9PR47;E9PIQ4	Mth938 domain-containing protein	AAMDC	2AB1;2Q4Q
24.2764	24.39565	22.97941	24.59912	24.3267	23.70514	24.2438	23.94985	24.21875	23.20775	24.10302	23.84508	23.61121	24.22685	22.91971	23.92669	22.92524	21.64553	24.07904	24.17653	0	991260000	16	Q9H7D7;B4DRF0;H0Y9R3;C9JCS7;H0Y917	Q9H7D7;B4DRF0	WD repeat-containing protein 26	WDR26	
24.29768	24.0456	23.86382	23.65218	22.03128	23.74919	23.32841	23.57808	24.21667	23.34262	23.55075	23.8531	23.78377	23.67347	21.79735	22.42701	21.80743	23.47865	22.14354	23.15965	0	779920000	19	Q9H7E9	Q9H7E9	UPF0488 protein C8orf33	C8orf33	
24.45782	23.98598	24.70946	24.5809	24.67595	24.03808	24.76557	25.41432	25.20101	23.53022	25.31299	25.58248	24.24771	21.62277	24.55344	24.24989	25.71466	24.87853	24.71319	24.41828	0	1426000000	22	Q9H814;B4DPU2	Q9H814;B4DPU2	Phosphorylated adapter RNA export protein	PHAX	2XC7
24.25494	23.12767	24.78147	24.46631	20.66595	25.42634	20.94736	21.76987	22.19295	23.28944	22.23612	22.2041	25.66378	25.77246	25.47314	25.47639	25.86162	25.58305	25.41509	24.76906	0	3140200000	31	Q9H845;Q9H9W4;Q9BUX5;H0Y8Z9;Q59FN3;B4DGH4;D6RGK6;D6RJA8;D6RDK9;D6R9Z3;D6RCD8	Q9H845;Q9H9W4;Q9BUX5;H0Y8Z9	"Acyl-CoA dehydrogenase family member 9, mitochondrial"	ACAD9	
23.02999	22.94567	23.30396	23.30062	23.18935	23.37332	22.95317	23.0379	21.70663	22.92338	23.15624	22.58157	20.91784	21.93254	21.80779	22.22849	21.81783	23.17871	21.31823	22.30606	0	432550000	12	Q9H871;B4DZV7;D6RER3;D6RIF9;Q8N9Q5;F5H6G4;B3KSG5;Q96G75	Q9H871	Protein RMD5 homolog A	RMND5A	
23.87286	22.28659	23.1628	23.69402	22.04152	21.19927	22.61443	20.6361	22.33603	23.73095	22.38262	21.84035	22.6065	22.24354	21.54409	21.41073	21.5552	22.81654	22.27988	22.1037	0	1585100000	7	Q9H8H0;J3QLQ6;J3QR28	Q9H8H0	Nucleolar protein 11	NOL11	
21.19774	21.25396	21.2723	21.8697	23.12418	21.22362	21.85094	21.6618	22.10283	22.90695	21.89335	22.598	24.5438	24.31188	24.74006	22.36359	21.77369	24.11902	24.06151	21.27011	0	1193600000	12	Q9H8M7;X6R9S5;X6RC97;X6RC30	Q9H8M7	Protein FAM188A	FAM188A	
25.11866	25.25875	25.85265	25.97055	24.61414	24.59406	25.45089	25.2321	24.38225	24.26299	24.29523	24.33668	22.47531	23.28658	23.05451	23.95207	23.8099	23.76951	24.56028	24.16684	0	1603300000	48	Q9H8S9;Q7L9L4;D6RCK3;B3KSH6;H7BZ12;Q4W5E0	Q9H8S9;Q7L9L4;D6RCK3;B3KSH6;H7BZ12;Q4W5E0	MOB kinase activator 1A;MOB kinase activator 1B	MOB1A;MOB1B;MOBKL1A;MOB4A	1PI1;4JIZ
25.83908	25.84568	25.88604	25.31316	22.2	25.49512	25.48932	25.22063	24.35777	22.89365	25.37016	21.97037	25.81907	26.83111	25.88337	25.97928	25.47386	21.47106	22.32516	22.24142	0	3160300000	21	Q9H900;A8K4T3;H3BQ07;H3BPI7	Q9H900;A8K4T3	Protein zwilch homolog	ZWILCH	3IF8
22.40965	22.28003	21.77655	21.6576	22.53403	21.78309	21.8537	21.27105	22.06604	22.78223	22.09608	21.89125	23.10923	23.43173	23.3503	23.04564	24.13053	23.36306	23.61986	24.03775	0	711850000	11	Q9H936;K4DIA8;K4DIA2;K4DIB0;K4DIB2;E9PQ36;K4DIB8;E9PI74;K4DIB3;E9PS95;A0A024RCA6;K4DIB4;E9PJY0;K4DIB6;K4DIB1;E9PJH7;Q9H1K4;A0A024R0W0	Q9H936;K4DIA8;K4DIA2;K4DIB0;K4DIB2;E9PQ36;K4DIB8;E9PI74;K4DIB3;E9PS95;A0A024RCA6;K4DIB4;E9PJY0;K4DIB6;K4DIB1;E9PJH7	Mitochondrial glutamate carrier 1	SLC25A22	
21.20831	20.94572	21.0406	21.3335	21.82521	22.27528	21.77729	22.20883	20.6793	23.68395	21.99865	20.49239	25.47302	25.7483	25.91116	25.37829	25.60913	25.51132	25.49207	25.30577	0	2657600000	33	Q9H939	Q9H939	Proline-serine-threonine phosphatase-interacting protein 2	PSTPIP2	
24.99688	24.9313	25.06382	25.34099	24.49905	25.06587	24.74786	24.72328	25.0014	24.19475	25.27863	23.86844	23.09223	23.48124	23.69254	23.9664	23.87802	24.21111	24.03002	24.48031	0	1261400000	44	Q9H993;F5GZY1;B4DPT6	Q9H993;F5GZY1	UPF0364 protein C6orf211	C6orf211	
24.99792	24.74129	25.18537	25.06653	24.48824	24.86618	25.05205	24.57946	24.84527	22.21032	24.76122	24.25018	26.17305	26.22619	26.21525	25.8654	26.37622	26.28249	25.85887	26.01461	0	4319600000	73	Q9H9A6	Q9H9A6	Leucine-rich repeat-containing protein 40	LRRC40	
23.30424	22.75613	22.92879	23.30229	22.84115	22.62225	22.69309	22.71708	23.09357	23.28488	22.70736	21.90174	20.71863	21.17863	21.76348	22.40845	22.39119	22.4221	23.08567	22.28715	0	461110000	15	Q9H9B1;A0PJE0	Q9H9B1	Histone-lysine N-methyltransferase EHMT1	EHMT1	2IGQ;2RFI;3B7B;3B95;3FPD;3HNA;3MO0;3MO2;3MO5;3SW9;3SWC;4I51
25.07267	24.34706	25.08302	24.8522	24.36513	24.19588	24.58549	24.43968	25.05561	24.98932	25.32862	24.67949	24.99136	25.22913	25.2995	25.15896	25.74819	25.56299	25.5386	25.67627	0	3202300000	50	Q9H9B4;D6RFI0;D6RAE9;D6RDG7;S4R2X2;H0Y9J5	Q9H9B4;D6RFI0;D6RAE9;D6RDG7;S4R2X2	Sideroflexin-1	SFXN1	
21.8798	21.60783	21.50136	22.08894	23.97391	20.67683	22.73685	22.28363	22.12785	23.07221	21.59769	23.01098	23.68132	23.53718	23.63145	23.93859	23.46426	23.59855	23.56813	23.05529	0	638540000	7	Q9HA65;M0R2L2;M0QYC9;M0QXA2	Q9HA65;M0R2L2;M0QYC9	TBC1 domain family member 17	TBC1D17	
22.71282	22.94147	22.94342	23.00541	22.5024	23.06286	23.2571	23.43771	21.86658	22.05179	22.85912	22.0641	22.47438	22.14204	22.38348	23.16201	21.76069	22.22385	22.27794	22.23945	0	538630000	24	Q9HAB8	Q9HAB8	Phosphopantothenate--cysteine ligase	PPCS	1P9O
21.14938	22.06148	21.07049	21.26078	21.69983	21.29069	21.46966	21.44973	22.72735	22.59374	21.85848	22.40634	24.64003	21.77501	24.4386	24.69721	24.15058	24.16714	24.21556	23.67185	0	1102700000	7	Q9HAU0;A0JP02;B4DMB9;B4DJX4;A0A024RAY7;B4DHK5;E7EME8;H0YG48;H0YGJ6	Q9HAU0;A0JP02;B4DMB9;B4DJX4;A0A024RAY7;B4DHK5;E7EME8	Pleckstrin homology domain-containing family A member 5	PLEKHA5	2DKP
21.15297	21.36543	21.41321	22.46744	21.64883	20.98325	21.76039	21.0982	22.05309	23.41477	21.56054	21.68012	23.29048	22.65585	21.75042	22.36166	22.31556	21.4072	22.18441	22.58818	0.0019032	259790000	5	Q9HAU5;Q8TE88;B4DHP3	Q9HAU5	Regulator of nonsense transcripts 2	UPF2	1UW4;2WJV;4CEK;4CEM
23.40393	23.30869	23.79025	23.34109	23.21239	24.22575	23.61628	23.65185	24.31541	23.14912	25.06484	23.9027	23.16068	23.45701	23.25652	23.42021	23.61212	23.57715	23.2815	23.85918	0	996760000	22	Q9HAV0;A8K3F6;H7C5J5;B4DLV5;C9JD14	Q9HAV0;A8K3F6;H7C5J5	Guanine nucleotide-binding protein subunit beta-4	GNB4	
25.17995	25.29642	25.87192	25.4287	25.14787	25.37779	25.53591	25.38555	26.02665	25.73748	26.08952	26.43879	25.39077	25.30543	25.44522	25.12833	25.4345	25.49198	25.42448	25.42809	0	3781300000	67	Q9HAV7;B4DWV5	Q9HAV7;B4DWV5	"GrpE protein homolog 1, mitochondrial"	GRPEL1	
27.32131	27.18886	27.47568	26.98512	21.22608	27.1041	27.11773	26.96763	26.93382	23.09609	26.97071	26.73156	23.03924	22.7261	21.78629	22.00039	21.79641	22.35876	21.91333	21.87119	0	3456700000	9	Q9HBK9	Q9HBK9	Arsenite methyltransferase	AS3MT	
21.74847	22.66885	21.33008	21.27131	22.65839	19.90083	20.74402	22.20399	21.27139	22.83619	23.17652	23.88157	25.01116	24.17592	22.39887	23.93193	23.76719	23.71125	22.04434	22.0035	0.00044524	967860000	11	Q9HBL7	Q9HBL7	Plasminogen receptor (KT)	PLGRKT	
23.89966	23.39741	23.43237	23.77906	21.79994	23.72046	23.66807	23.21395	23.82619	23.27415	23.83567	21.55165	21.80104	21.94285	22.78256	22.13019	22.40651	22.40357	22.82761	22.79465	0	258050000	15	Q9HBM1;C9JW94	Q9HBM1	Kinetochore protein Spc25	SPC25	2VE7;3IZ0
25.93044	26.0273	26.1188	26.27957	25.96157	26.03223	25.90474	25.87832	26.32934	25.45689	26.24654	25.50121	25.76557	25.69416	25.74684	25.54433	25.81025	25.74278	25.6457	25.90428	0	4483400000	102	Q9HC35;B5MBZ0;A6P4V4;A6P4T4;C1PHA0;B6EXY3;C1PHA1;J7MA22;B3XZL9;B3XZM0;A9YLN7;F2Z2B5;B4DIT9;B6EXY4;B6EXY5;I1X3U7	Q9HC35;B5MBZ0;A6P4V4;A6P4T4;C1PHA0;B6EXY3;C1PHA1;J7MA22	Echinoderm microtubule-associated protein-like 4;Tyrosine-protein kinase receptor	EML4;EML4-ALK variant 6;EML4-ALK variant 7;EML4-ALK	
21.20144	21.23265	21.42421	21.93989	22.80703	23.08552	22.80495	22.68631	21.51159	23.01222	22.79376	22.98872	22.0813	21.61266	21.8996	22.90631	22.78864	23.1561	21.789	21.74561	0	56197000	7	Q9HCB6	Q9HCB6	Spondin-1	SPON1	2ZOT;2ZOU;3COO;3Q13
24.70967	24.27952	24.62238	25.10057	22.19407	24.22795	24.53546	24.7436	25.10185	24.18518	25.69607	25.49244	26.37867	26.03534	26.17259	26.34004	26.16724	26.59164	26.68231	26.20933	0	5363000000	94	Q9HCC0;D6RDF7;B3KR24;D6RD67;D6R9R1	Q9HCC0;D6RDF7	"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"	MCCC2	
